title,Year,average_rating,rating_count,Animation,Adventure,Mystery,Drama,Action,Romance,Musical,Comedy,Thriller,Crime,Documentary,Children,Sci-Fi,IMAX,Western,Fantasy,Horror
All the Wilderness (2014),2014.0,1.6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Storm Gate (2006),2006.0,1.5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Art of Loving. Story of Michalina Wislocka (2017),2017.0,4.7,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Alpinist (2021),2021.0,4.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
All or Nothing (2002),2002.0,3.3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Manson Family Vacation (2015),2015.0,3.6,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Mad As Hell (2014),2014.0,3.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
First Snow (2006),2006.0,3.1,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"First Man, The (Le Premier Homme) (2011)",2011.0,4.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Albatross (2016),2016.0,3.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man of the House (2005),2005.0,2.4,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Tooth & Nail (2007),2007.0,3.0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Hunt for the Labyrinth Killer (2013),2013.0,2.5,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Surprise (2015),2015.0,3.9,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Unraveling (2015),2015.0,2.0,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
First Born (2007),2007.0,2.5,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
All Work All Play: The Pursuit of eSports Glory Live (2015),2015.0,2.5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mad World (2018),2018.0,1.5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Stranger (2015),2015.0,1.9,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Lucy Maud Montgomery's Anne of Green Gables (2016),2016.0,3.0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Division: Agent Origins (2016),2016.0,3.5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
To My Great Chagrin (2007),2007.0,3.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fireflies in the Garden (2008),2008.0,3.7,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Under the Bed (2012),2012.0,3.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Made in Abyss: Dawn of the Deep Soul (2020),2020.0,3.8,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Fish Story (Fisshu sutôrî) (2009),2009.0,3.5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Stronghold (2021),2021.0,4.0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Ice Guardians (2016),2016.0,3.5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
All Things Must Pass: The Rise and Fall of Tower Records (2015),2015.0,4.2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A Bride for Rip Van Winkle (2016),2016.0,5.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Summer Days With Coo (2007),2007.0,4.5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Family Romance, LLC (2019)",2019.0,5.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JFK: The Smoking Gun (2013),2013.0,1.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jane Wants a Boyfriend (2015),2015.0,3.0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Final Flight of the Osiris (2003),2003.0,1.7,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
A Corsican Summer (2022),2022.0,1.5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All Over the Guy (2001),2001.0,2.8,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Unacknowledged (2017),2017.0,2.2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nowhere Special (2021),2021.0,4.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Locked In (2010),2010.0,4.0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Fandry (2013),2013.0,4.1,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Jasper Jones (2017),2017.0,3.5,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Famous and the Dead (2009),2009.0,3.5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Far Out Isn't Far Enough: The Tomi Ungerer Story (2012),2012.0,3.5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Aliens: Zone of Silence (2017),2017.0,1.5,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Flatland: The Film (2007),2007.0,3.0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Toll Booth (2011),2011.0,3.2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Five People You Meet in Heaven, The (2004)",2004.0,3.3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Uncaged (2016),2016.0,0.5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
The Feast (2021),2021.0,3.8,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Tank (2016),2016.0,3.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Hope They Serve Beer in Hell (2009),2009.0,2.1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nothing Like the Holidays (2008),2008.0,2.3,5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Unbranded (2015),2015.0,3.9,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
To Dust (2018),2018.0,2.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nowhere Boys: The Book of Shadows (2016),2016.0,3.0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
If I Were You (2012),2012.0,3.5,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
If I Had Wings (2013),2013.0,3.9,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Potter 20th Anniversary: Return to Hogwarts (2022),2022.0,4.75,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Secret of Crickley Hall (2012),2012.0,3.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Somewhere Only We Know (2015),2015.0,3.0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Hampstead (2017),2017.0,4.0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Chemical Brothers: Don't Think, The (2012)",2012.0,3.5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bad Lucky Goat (2017),2017.0,3.0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Surface (2014),2014.0,3.0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Love My Life (2006),2006.0,3.5,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
A Colbert Christmas: The Greatest Gift of All! (2008),2008.0,5.0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Being the Ricardos (2021),2021.0,3.38,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Good Witch (2008),2008.0,5.0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
The Client (2011),2011.0,4.0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"I Was, I Am, I Will Be (2019)",2019.0,4.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Missing William (2014),2014.0,2.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wolves (2017),2017.0,3.5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Short History of Decay (2014),2014.0,2.0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Restless (Levottomat) (2000),2000.0,1.0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Chronic (2015),2015.0,2.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Half of a Yellow Sun (2013),2013.0,2.12,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Champion of the World (2021),2021.0,3.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoot First And Pray You Live (2010),2010.0,2.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Chain Reaction (2017),2017.0,0.5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tchoupitoulas (2012),2012.0,3.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mad to Be Normal (2017),2017.0,2.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Miles Ahead (2016),2016.0,3.38,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wild Horses (2015),2015.0,1.5,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The End of Time (2012),2012.0,5.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'll Be Home for Christmas (2016),2016.0,2.5,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Babylon 5: The Legend of the Rangers: To Live and Die in Starlight (2002),2002.0,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Wolf Hall (2015),2015.0,3.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christmas Tango (2011),2011.0,3.5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Christina P: Mother Inferior (2017),2017.0,3.5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Christmas Catch (2018),2018.0,2.0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Son (2021),2021.0,3.25,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Ship of Theseus (2013),2013.0,4.5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Secret Village (2013),2013.0,0.5,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Babysitter Wanted (2008),2008.0,4.0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The King's Choice (2016),2016.0,3.88,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Resurrecting the Street Walker (2009),2009.0,2.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mission Control: The Unsung Heroes of Apollo (2017),2017.0,3.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Summer of Sangaile (2015),2015.0,4.0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Riding Giants (2004),2004.0,4.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Kid (2019),2019.0,2.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Mine, The (2012)",2012.0,1.25,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chick Fight (2020),2020.0,0.5,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Riding the Bullet (2004),2004.0,1.0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Hive (2015),2015.0,2.25,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bill Cunningham New York (2011),2011.0,5.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kathy Griffin: Pants Off (2011),2011.0,4.5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Hive (2008),2008.0,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
InSight (2011),2011.0,2.12,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"If You Don't, I Will (2014)",2014.0,1.5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Teddy Bear (10 timer til Paradis) (2012),2012.0,3.5,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Cheatin' (2013),2013.0,3.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Day for the Cut (2017),2017.0,3.5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Happy Birthday (2019),2019.0,3.5,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Happy End (2017),2017.0,2.62,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Keep the River on Your Right: A Modern Cannibal Tale (2000),2000.0,5.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tremors 5: Bloodline (2015),2015.0,4.12,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
Mining for Ruby (2014),2014.0,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Some Kind Of Hate (2015),2015.0,3.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Children of the Corn: Runaway (2018),2018.0,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Richard Jeni: A Big Steaming Pile of Me (2005),2005.0,5.0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Hard Word, The (2002)",2002.0,2.0,4,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
A Christmas Prince (2017),2017.0,2.88,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I Smile Back (2015),2015.0,2.5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tears of Steel (2012),2012.0,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Road to Yesterday (2015),2015.0,4.5,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Children of the Corn: Genesis (2011),2011.0,3.5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Set Up (2019),2019.0,4.0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Chicuarotes (2019),2019.0,4.0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Chasing Christmas (2005),2005.0,1.5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A Christmas Prince: The Royal Wedding (2018),2018.0,3.5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Seven Days (2008),2008.0,4.0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Child's Pose (2013),2013.0,3.75,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Servant (2010),2010.0,5.0,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
The Disciple (2020),2020.0,4.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wild Card: The Downfall of a Radio Loudmouth (2020),2020.0,3.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Children of the Air (2012),2012.0,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Christmas Prince: The Royal Baby (2019),2019.0,3.0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Confessions of a Sociopathic Social Climber (2005),2005.0,0.62,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Girl in the Photographs (2015),2015.0,2.0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Wild, The (2006)",2006.0,1.38,4,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Greetings From Fukushima (2016),2016.0,4.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Greening of Whitney Brown, The (2011)",2011.0,4.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southside With You (2016),2016.0,4.0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Attack on Titan: End of the World (2015),2015.0,2.38,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
A Cat with a Dog (2018),2018.0,0.5,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Rebel, The (2006)",2006.0,3.0,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Innocent Saturday (2011),2011.0,5.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The City of the Future (2016),2016.0,2.5,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Girl and the Fox (2011),2011.0,4.5,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Great Expectations (2012),2012.0,3.5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sasquatch Gang (2006),2006.0,4.0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Doldrums or How to Cure Sadness (2012),2012.0,2.5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hero of Color City (2014),2014.0,2.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Family (2013),2013.0,4.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sci-Fi Boys (2006),2006.0,3.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tapped (2009),2009.0,3.75,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
To the Four Winds (2018),2018.0,3.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Come Back to Me (2014),2014.0,3.25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Last Cruise (2021),2021.0,2.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Author: The JT LeRoy Story (2016),2016.0,3.38,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kurara: The Dazzling Life of Hokusai's Daughter (2017),2017.0,3.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin High (2011),2011.0,1.0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Red Hill (2010),2010.0,3.0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Love Birds (2011),2011.0,2.5,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ATM (2012),2012.0,3.0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Comebacks, The (2007)",2007.0,2.75,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
638 Ways to Kill Castro (2006),2006.0,3.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The School (2018),2018.0,2.25,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Confess, Fletch (2022)",2022.0,2.62,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Warriors of the Rainbow: Seediq Bale (2011),2011.0,3.75,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
BECK (2010),2010.0,3.5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Attack of the Unknown (2020),2020.0,0.5,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Woodmans, The (2010)",2010.0,4.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rare Birds (2001),2001.0,5.0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Saddest Boy in the World (2006),2006.0,3.5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
More the Merrier (2021),2021.0,3.0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Will You Be There (2016),2016.0,3.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Grand, The (2007)",2007.0,2.75,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Last Note (2017),2017.0,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Party (2016),2016.0,3.5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TalhotBlond (2012),2012.0,3.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Count Basie: Through His Own Eyes (2020),2020.0,4.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Gospel, The (2005)",2005.0,0.62,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Species III (2004),2004.0,2.0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
Louis Theroux: The Ultra Zionists (2011),2011.0,4.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Trollhunters: Rise of the Titans (2021),2021.0,3.5,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
The Chronicles of Riddick: Dark Fury (2004),2004.0,3.5,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Conspiracy '58 (2002),2002.0,3.5,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"Abandoned, The (2006)",2006.0,3.5,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Conor McGregor: Notorious (2017),2017.0,3.75,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The dot-com bubble that never burst (2021),2021.0,2.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A Castle for Christmas (2021),2021.0,2.5,4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Warrior (2015),2015.0,2.5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Attack of the Killer Donuts (2016),2016.0,1.0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Leading Lady Parts (2018),2018.0,4.0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Aboli's Journey (2021),2021.0,3.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A California Christmas (2020),2020.0,1.5,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Triumph in the Skies (2015),2015.0,2.0,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Raving Riot (2019),2019.0,4.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Moontrap Target Earth (2017),2017.0,2.0,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12 Mighty Orphans (2021),2021.0,4.5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Warehoused (2015),2015.0,3.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Your Friend the Rat (2007),2007.0,3.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Nose Day Actually (2017),2017.0,3.0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Kapoor and Sons (2016),2016.0,3.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shed My Skin (2016),2016.0,4.5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Survival Family (2017),2017.0,3.75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Class Enemy (2013),2013.0,5.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Class Rank (2018),2018.0,4.0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Beyond The Sky (2018),2018.0,3.0,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
This Filthy World (2006),2006.0,4.0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Shrew's Nest (2014),2014.0,3.88,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Love Hina Spring Special (2001),2001.0,3.12,4,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Molly (2017),2017.0,2.0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
The Godmother (2011),2011.0,4.5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A Christmas Miracle for Daisy (2021),2021.0,2.75,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Half Brother (2018),2018.0,3.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shorebreak: The Clark Little Story (2016),2016.0,4.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
We Jam Econo: The Story of the Minutemen (2005),2005.0,3.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Songs She Wrote About People She Knows (2014),2014.0,3.5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Churchill (2017),2017.0,3.0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Bickford Shmeckler's Cool Ideas (2006),2006.0,2.5,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Archer (2017),2017.0,3.5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Inevitable Defeat of Mister & Pete, The (2013)",2013.0,3.75,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
We Go On (2016),2016.0,2.0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
We Can Do That (2008),2008.0,3.5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
This Christmas (2007),2007.0,1.5,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Sons of the Clouds: The Last Colony (2012),2012.0,4.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
I'm a Standard Supporter (2013),2013.0,3.5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Assassin's Code (2018),2018.0,2.0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Remake, Remix, Rip-Off: About Copy Culture & Turkish Pop Cinema (2014)",2014.0,4.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Red Water (2003),2003.0,3.0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Sorry We Missed You (2019),2019.0,3.62,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Redirected (2014),2014.0,3.12,4,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Redemption Trail (2013),2013.0,3.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Money Heist: The Phenomenon (2020),2020.0,5.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Redacted (2007),2007.0,1.25,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
