,title,genres,Year,average_rating,rating_count
571499,Lay It Down (2001),(no genres listed),2001.0,5.0,4
21379,A Brush with Love (2019),Romance,2019.0,4.0,4
113148,Bettie Page Reveals All (2012),Documentary,2012.0,3.0,4
486756,Inhabit: A Permaculture Perspective (2015),Documentary,2015.0,4.0,4
571503,Lay the Favorite (2012),Comedy,2012.0,3.0,4
784635,Reggie Watts: Spatial (2016),Comedy,2016.0,3.5,4
657902,Monday (2020),Drama,2020.0,2.0,4
413325,Haunted Changi (2010),(no genres listed),2010.0,2.5,4
185376,Caught (2015),(no genres listed),2015.0,3.0,4
995723,The Shift (2013),Drama,2013.0,3.0,4
22962,A Little Lust (2015),Comedy,2015.0,3.0,4
626923,Master of the Universe (2013),Documentary,2013.0,3.62,4
137633,Bliss (2021),Drama|Romance|Sci-Fi,2021.0,1.88,4
822746,Sennentuntschi (2010),Horror|Mystery,2010.0,3.0,4
566174,Lan Yu (2001),Drama|Romance,2001.0,3.25,4
102311,Batman: Bad Blood (2016),Animation,2016.0,4.0,4
958955,The House of Magic (2014),Adventure|Animation|Children|Fantasy,2014.0,4.5,4
444378,How to Train Your Dragon: Homecoming (2019),Action|Adventure|Animation|Children|Fantasy,2019.0,4.0,4
628147,Matriarch (2018),Horror|Thriller,2018.0,3.0,4
464417,"Immature, The (Immaturi) (2011)",Comedy,2011.0,4.0,4
822794,Sentinelle (2021),Action|Drama|Thriller,2021.0,2.5,4
566183,Land (2021),Drama,2021.0,4.0,4
1091405,Wir tun es für Geld (2014),Comedy|Romance,2014.0,2.5,4
107705,Beautiful and Twisted (2015),Crime|Drama|Thriller,2015.0,3.0,4
1082492,When Brendan Met Trudy (2000),Comedy|Romance,2000.0,4.5,4
630368,Matt Shepard Is a Friend of Mine (2015),Documentary,2015.0,4.0,4
1082488,When Animals Dream (Når dyrene drømmer) (2014),Drama|Horror|Mystery,2014.0,2.0,4
433450,Hollidaysburg (2014),Comedy,2014.0,3.0,4
1091418,Wirecard: The Billion Euro Lie (2021),Documentary,2021.0,4.0,4
954128,The Ground Beneath My Feet (2019),Drama,2019.0,5.0,4
444499,Howl (2015),Horror,2015.0,3.12,4
810012,Saturday Church (2017),Drama|Romance,2017.0,3.0,4
563561,La nostra terra (2014),Comedy|Drama,2014.0,4.5,4
434280,Home Movie (2001),Documentary,2001.0,3.0,4
958959,The House of Sun (2009),Romance,2009.0,1.0,4
1082736,When the Game Stands Tall (2014),Drama,2014.0,3.62,4
467034,In Her Name (2016),Crime|Drama,2016.0,4.5,4
962056,The Hypnotist (2001),Comedy|Drama,2001.0,2.0,4
1082777,"Where Are You Going, Habibi? (2015)",Comedy|Drama|Romance,2015.0,4.0,4
22854,A Hole in the Head (2018),Drama,2018.0,0.5,4
103190,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003),Action|Drama|Thriller|War,2003.0,1.12,4
566029,Lake of Fire (2006),Documentary,2006.0,4.75,4
959042,The Housemaid (2016),Horror|Romance,2016.0,1.5,4
943485,The Crescent (2018),Horror|Mystery,2018.0,2.5,4
1116366,Zero to Hero (2021),Drama,2021.0,4.0,4
931971,The Actors (2003),Comedy,2003.0,1.0,4
563565,La novia (2015),Drama|Romance,2015.0,5.0,4
931975,The Actress (2021),Drama,2021.0,3.5,4
154908,Breaking News in Yuba County (2021),Comedy|Crime|Drama|Thriller,2021.0,1.5,4
626475,Masked & Anonymous (2003),Comedy|Drama,2003.0,3.62,4
934950,The Bachelors (2017),Comedy|Drama,2017.0,4.0,4
434295,Home Run (2013),Drama,2013.0,2.5,4
1082695,When You're Strange (2009),Documentary,2009.0,4.0,4
2688,10 Days in a Madhouse (2015),(no genres listed),2015.0,2.5,4
854629,Sleeping Dogs Lie (a.k.a. Stay) (2006),Comedy|Drama|Romance,2006.0,3.0,4
102435,Batman: Soul of the Dragon (2021),Action|Adventure|Animation|Crime|Fantasy,2021.0,4.5,4
810008,Sator (2020),Horror,2020.0,0.5,4
433067,Holiday in the Wild (2019),Drama|Romance,2019.0,3.5,4
25785,A Rough Draft (2018),Fantasy|Sci-Fi,2018.0,5.0,4
100323,Bastards (Les salauds) (2013),Drama,2013.0,1.5,4
825288,Serial (Bad) Weddings 2 (2019),Comedy|Drama,2019.0,4.0,4
996310,The Son of Bigfoot (2017),Animation|Children,2017.0,3.0,4
22972,A Long Story (2012),Drama,2012.0,4.0,4
447396,Humor Me (2017),Comedy,2017.0,3.0,4
1115088,Zebraman (2004),Comedy,2004.0,2.5,4
100094,Bare (2015),Drama,2015.0,1.5,4
809586,San Francisco 2.0 (2015),Documentary,2015.0,3.0,4
825297,Serialized (2016),Crime,2016.0,2.5,4
162069,Bruno & Boots: This Can't Be Happening at Macdonald Hall (2017),Children,2017.0,3.25,4
431028,Ho Mann Jahaan (2016),Drama,2016.0,3.5,4
447413,Humpty Sharma Ki Dulhania (2014),Comedy|Drama|Romance,2014.0,4.0,4
100090,Barbie: The Pearl Princess (2014),Animation|Children,2014.0,4.5,4
136070,Bleach: Fade to Black (Bur&#299;chi Fade to Black Kimi no Na o Yobu) (2008),Animation,2008.0,5.0,4
932196,The Adventure Club (2017),Children,2017.0,3.0,4
549192,King of Boys (2018),Drama,2018.0,4.0,4
631190,Maze (2017),Adventure|Crime|Drama|Mystery|Thriller,2017.0,5.0,4
825791,Servants (2020),Drama,2020.0,3.0,4
549011,King Lear (2008),Drama,2008.0,3.75,4
563550,La folle histoire de Max et Léon (2016),Comedy|War,2016.0,2.5,4
608576,Lovers & Leavers (Kuutamolla) (2002),Drama|Romance,2002.0,2.0,4
563546,La extorsión (2023),Thriller,2023.0,4.5,4
855056,Slowdive: Souvlaki (2015),Documentary,2015.0,3.5,4
566264,Land of Oblivion (2011),Drama,2011.0,2.0,4
22968,A Lonely Cow Weeps at Dawn (2003),Drama|Romance,2003.0,3.5,4
809823,Sarah Silverman:  We Are Miracles (2013),Comedy,2013.0,3.75,4
1082484,When Angels Sleep (2018),Drama|Thriller,2018.0,4.5,4
100319,Bastards (2006),Action|Drama|War,2006.0,2.5,4
809919,Sarusuberi: Miss Hokusai (2015),Animation,2015.0,3.25,4
932180,The Addams Family 2 (2021),Animation|Children|Comedy,2021.0,3.5,4
100315,Basquiat: Rage to Riches (2017),Documentary,2017.0,2.0,4
467260,In No Great Hurry: 13 Lessons in Life with Saul Leiter (2014),(no genres listed),2014.0,4.5,4
823546,Serena (2014),Drama,2014.0,2.75,4
22052,A Dogwalker's Christmas Tale (2015),Comedy,2015.0,3.5,4
136293,Bless the Woman (2003),Drama|Romance,2003.0,5.0,4
432844,Holding Trevor (2007),Drama|Romance,2007.0,2.75,4
630586,Max and Me (2020),Drama|Romance,2020.0,3.5,4
100231,"Barrens, The (2012)",Horror,2012.0,0.5,4
608609,Lovey-Dovey (2007),Comedy|Fantasy,2007.0,1.75,4
432755,Hockeyland (2022),Documentary,2022.0,4.0,4
630582,Max Steel (2016),Action|Adventure|Sci-Fi,2016.0,3.0,4
159954,Bromance (2016),Comedy|Drama|Romance,2016.0,3.0,4
160066,"Brony Tale, A (2014)",Documentary,2014.0,3.0,4
809680,Santa & Cie (2017),Comedy,2017.0,4.0,4
809676,Sant'Antonio di Padova (2002),Drama,2002.0,5.0,4
1091453,"Wise Kids, The (2011)",Drama,2011.0,2.0,4
154360,Bravetown (2015),Drama,2015.0,2.0,4
944031,The Dark Tapes (2017),Horror|Sci-Fi|Thriller,2017.0,3.0,4
1086852,Who Gets the Dog? (2016),Comedy|Romance,2016.0,3.0,4
954157,The Guardians (2012),Action|Thriller,2012.0,4.38,4
141730,"Body, The (2001)",Drama|Sci-Fi,2001.0,3.62,4
818532,"Seasoning House, The (2012)",Horror|Thriller,2012.0,1.0,4
1115293,Zero (2010),Animation|Drama,2010.0,3.5,4
143167,Bombón: El Perro (El perro) (2004),Comedy|Drama,2004.0,4.5,4
443144,How to Draw a Bunny (2002),Documentary,2002.0,3.5,4
143171,Bon Cop Bad Cop 2 (2017),Action|Comedy|Crime,2017.0,4.0,4
104628,Beaches (2017),Drama,2017.0,2.5,4
441527,House of Darkness (2022),Horror|Thriller,2022.0,1.88,4
818386,Searching Eva (2019),Documentary,2019.0,3.0,4
441236,House by the Lake (2016),Horror|Thriller,2016.0,3.0,4
1117954,Zombie Fever (2013),Comedy|Horror,2013.0,1.0,4
817933,Seal Team Six: The Raid on Osama Bin Laden (2012),Action|Crime|Drama|Thriller,2012.0,2.5,4
852815,Skybound (2017),Action|Thriller,2017.0,1.62,4
622706,Manto (2018),Drama,2018.0,4.5,4
143494,Bonobo (2014),Comedy,2014.0,3.5,4
817869,"Sea, The (Hafið) (2002)",Drama,2002.0,2.5,4
997041,The Staggering Girl (2019),Drama,2019.0,3.0,4
821774,"Secrets, The (Sodot, Ha-) (2007)",Drama|Romance,2007.0,4.0,4
441203,House Party (2023),Comedy,2023.0,2.0,4
554687,Kizumonogatari II: Passionate Blood (2016),Animation|Fantasy|Mystery,2016.0,3.5,4
441199,"House I Live In, The (2012)",Documentary,2012.0,4.88,4
104632,"Beaches of Agnes, The (Plages d'Agnès, Les) (2008)",Documentary,2008.0,4.38,4
1115297,Zero An Investigation Into 9-11 (2008),Documentary,2008.0,4.5,4
1004588,The Wrath of God (2022),Drama|Thriller,2022.0,3.5,4
1004706,The Wrong Todd (2018),Comedy|Sci-Fi,2018.0,4.0,4
104731,Beast (2011),Drama|Thriller,2011.0,2.5,4
104727,Bears (2014),Documentary,2014.0,4.75,4
443068,How to Blow Up a Pipeline (2022),Crime|Drama|Thriller,2022.0,5.0,4
443022,How to Be (2008),Comedy|Drama,2008.0,2.75,4
558705,"Knot, The (2012)",Comedy|Romance,2012.0,1.0,4
563652,Laddaland (2011),Horror,2011.0,3.5,4
997135,The Staple of News (2014),(no genres listed),2014.0,4.5,4
443075,How to Cook Your Life (2007),Documentary,2007.0,5.0,4
1006571,There's No Such Thing as Vampires (2020),Horror,2020.0,4.0,4
944000,The Dark Place (2014),Mystery|Thriller,2014.0,0.5,4
554966,Klown Forever (2015),Comedy,2015.0,1.5,4
852484,Skirt Day (La journée de la jupe) (2008),Drama,2008.0,4.0,4
623047,Mardi Gras: Spring Break (2011),Comedy,2011.0,0.75,4
22592,A Girl and Her Gun (2015),(no genres listed),2015.0,3.0,4
141371,Boat Trip (2003),Comedy,2003.0,0.5,4
818668,Secret Ingredient (2017),Comedy|Drama,2017.0,2.5,4
104828,Beasts Clawing at Straws (2020),Mystery|Thriller,2020.0,4.0,4
852488,Skull (2020),Fantasy|Horror,2020.0,4.0,4
554994,Knifepoint (2011),Crime|Horror|Thriller,2011.0,1.5,4
1022197,Torremolinos 73 (2003),Comedy|Drama,2003.0,3.38,4
624182,"Marine Story, A (2010)",Drama,2010.0,3.5,4
930946,The 10 Year Plan (2014),(no genres listed),2014.0,3.38,4
439442,Hotel Coolgardie (2016),Documentary,2016.0,3.5,4
943481,The Creature Below (2016),Horror|Sci-Fi,2016.0,1.25,4
1086536,White Van Stories (2015),Documentary|War,2015.0,2.5,4
814401,Science Fair (2018),Documentary,2018.0,4.0,4
21106,A Bad Idea Gone Wrong (2017),Comedy,2017.0,1.5,4
434897,Hope (2016),Sci-Fi,2016.0,3.5,4
152489,Boy Interrupted (2008),Documentary,2008.0,3.5,4
1022904,Touching Home (2008),Drama,2008.0,5.0,4
104017,Bayou Caviar (2018),Crime|Thriller,2018.0,2.5,4
930818,That Guy Dick Miller (2014),Documentary,2014.0,3.5,4
1115758,Zero Degrees of Separation (2005),Documentary,2005.0,2.0,4
466930,In Enemy Hands (2004),War,2004.0,3.5,4
959078,The Hows of Us (2018),Drama|Romance,2018.0,5.0,4
946708,The Dust Bowl (2012),Documentary,2012.0,4.25,4
464587,Impetigore (2019),Horror|Mystery|Thriller,2019.0,3.5,4
105159,Beautiful Boy (2010),Drama,2010.0,4.0,4
813888,Schneider vs. Bax (2015),Comedy|Thriller,2015.0,3.12,4
153683,Boys on the Run (2010),Comedy|Drama|Romance,2010.0,3.0,4
434659,Honeymoon (2013),Drama,2013.0,1.5,4
153687,"Boys: The Sherman Brothers' Story, The (2009)",Documentary,2009.0,3.75,4
464543,Imperial Dreams (2014),(no genres listed),2014.0,3.5,4
103196,Battle for Haditha (2007),War,2007.0,3.38,4
930828,That Sugar Film (2014),Documentary,2014.0,3.5,4
1083369,While She Was Out (2008),Thriller,2008.0,1.0,4
104354,Be with Me (2010),Drama|Romance|Thriller,2010.0,2.0,4
1022285,Total Frat Movie (2016),Comedy,2016.0,1.0,4
817601,Screamers: The Hunting (2009),Sci-Fi|Thriller,2009.0,4.12,4
959101,The Human Voice (2020),Drama,2020.0,3.0,4
943477,The Crazy Life (La vida loca) (2008),Documentary,2008.0,3.0,4
1768,.hack//Beyond the World (2012),Action|Animation|Sci-Fi,2012.0,3.5,4
146895,Boredom in Brno (2003),Comedy|Drama|Romance,2003.0,4.0,4
622701,Manta Ray (2018),(no genres listed),2018.0,4.0,4
1117960,Zombie Killers: Elephant's Graveyard (2015),Horror,2015.0,2.0,4
437128,Hot Chicks (2014),Drama,2014.0,4.0,4
821786,"Seducing Doctor Lewis (Grande séduction, La) (2003)",Comedy,2003.0,4.0,4
436420,Hostage House (2021),Thriller,2021.0,0.5,4
151395,"Bow, The (Hwal) (2005)",Drama|Romance,2005.0,3.5,4
565645,Laerte-se (2017),Documentary,2017.0,4.12,4
930841,That's Life (2018),Comedy|Drama,2018.0,4.0,4
147026,Borrowed Bride (2005),Romance,2005.0,5.0,4
930837,That's Amor (2022),Comedy|Romance,2022.0,2.0,4
609101,Lucifer (2014),Drama,2014.0,3.0,4
625087,Married to the Eiffel Tower (2008),Documentary,2008.0,2.0,4
854029,Slackers (2002),Comedy,2002.0,3.62,4
996683,The Spirit of '45 (2013),Documentary,2013.0,4.0,4
147590,Bottoms Up (2006),Comedy,2006.0,1.5,4
467299,In Search of Darkness (2019),Documentary,2019.0,4.0,4
608554,Lovely Complex (2006),Comedy|Romance,2006.0,3.0,4
1024820,Traces of the Trade: A Story from the Deep North (2008),(no genres listed),2008.0,4.5,4
946636,The Duel (2016),Action|Drama|Western,2016.0,3.62,4
98512,Ballou (2008),Documentary|Musical,2008.0,4.0,4
616375,Maigrets Night at the Crossroads (2017),Crime|Mystery|Thriller,2017.0,4.0,4
1004738,The Young Cannibals (2019),Horror|Thriller,2019.0,2.5,4
643138,Messi (2014),Documentary,2014.0,4.0,4
803569,Rose Island (2020),Adventure|Comedy|Drama,2020.0,3.75,4
177895,Carlotta (2014),Drama,2014.0,4.0,4
616359,"Maidens' Conspiracy, The (Tirante el Blanco) (2006)",Adventure,2006.0,3.0,4
803501,Roped (2020),Drama|Romance,2020.0,2.5,4
937268,The Bay of Silence (2020),Thriller,2020.0,3.5,4
803483,Roommates Wanted (2016),Comedy,2016.0,4.0,4
1029663,Transylvanian Garlic (2014),Adventure|Children|Comedy,2014.0,2.0,4
123163,Birthday (Bad Kid Stuff) (2022),Animation|Drama,2022.0,4.0,4
453719,I Declare War (2012),Action|Comedy|Drama,2012.0,4.0,4
1029677,Trap.com (2011),Comedy|Romance,2011.0,2.5,4
616294,Magnus (2016),Documentary,2016.0,3.0,4
958631,The Honey Killer (2018),Comedy|Drama,2018.0,2.0,4
179320,Case départ (2011),Comedy,2011.0,1.5,4
98473,Ballet 422 (2014),Documentary,2014.0,2.0,4
997346,The Substitute (2015),Fantasy|Horror|Thriller,2015.0,3.0,4
568497,Last Girl Standing (2015),Drama|Horror,2015.0,1.0,4
2901,100 Streets (2016),Drama,2016.0,1.0,4
123247,Bitter Harvest (2017),Drama|Romance|War,2017.0,0.5,4
123280,Bitter Melon (2018),Comedy|Crime,2018.0,2.0,4
850961,"Singing Detective, The (2003)",Comedy|Drama|Musical|Mystery,2003.0,3.38,4
176759,Captain Mike Across America (Slacker Uprising) (2007),Documentary,2007.0,4.0,4
828825,Shadowboxing (2005),Action,2005.0,2.0,4
828881,"Shaggy Dog, The (2006)",Adventure|Children|Comedy|Fantasy,2006.0,3.25,4
19423,72 Meters (2004),Action|Drama|Thriller,2004.0,2.0,4
805391,Ruin (2012),Animation|Sci-Fi,2012.0,3.5,4
542802,Kill Bill: The Whole Bloody Affair (2011),Action|Crime,2011.0,4.38,4
171564,Captain Abu Raed (2007),Drama,2007.0,4.0,4
542798,Kilimanjaro (2013),Drama|Romance,2013.0,2.25,4
859418,Snow Day (2000),Comedy,2000.0,3.88,4
851260,"Single Shot, A (2013)",Crime|Drama|Film-Noir|Thriller,2013.0,2.88,4
108241,Bedeviled (2017),Horror|Thriller,2017.0,1.88,4
643024,Meskada (2010),Crime|Drama|Mystery|Thriller,2010.0,1.5,4
415834,Hell (2011),Horror|Sci-Fi|Thriller,2011.0,3.75,4
805213,Ruben's Place (2012),Children|Drama,2012.0,2.0,4
19419,71: Into The Fire (Pohwasogeuro) (2010),War,2010.0,4.38,4
805203,Rubber Johnny (2005),Animation|Horror,2005.0,3.0,4
933319,The American Scream (2012),Documentary,2012.0,3.75,4
642997,Merry Men 2: Another Mission (2019),Action|Comedy,2019.0,3.5,4
23769,A Perfect Pairing (2022),Comedy|Romance,2022.0,3.0,4
803798,Royal Matchmaker (2018),(no genres listed),2018.0,3.5,4
23790,A Place For Paedophiles (2009),Documentary,2009.0,4.0,4
23863,A Promise (2013),Drama|Romance,2013.0,1.5,4
967870,The Irony of Fate. The Sequel (2007),Comedy|Drama|Romance,2007.0,0.5,4
110630,Behemoth (2011),Horror|Sci-Fi,2011.0,3.5,4
958609,The Hollow (2015),Horror,2015.0,0.5,4
799094,Rocks in my Pockets (2014),Animation|Comedy|Drama,2014.0,3.62,4
2920,101 Dalmatians II: Patch's London Adventure (2003),Animation|Children,2003.0,4.0,4
1091765,"Wog Boy, The (2000)",Comedy,2000.0,4.5,4
1091769,Wojtek: The Bear That Went to War (2011),Documentary,2011.0,4.0,4
540710,Kevin James: Never Don't Give Up (2018),Comedy,2018.0,4.5,4
995731,The Shivering Truth (2018),Animation|Comedy,2018.0,4.5,4
413736,Hayabusa (2011),Adventure,2011.0,3.5,4
121228,Bird Box Barcelona (2023),Horror|Thriller,2023.0,3.62,4
120646,Bilocation (2013),Horror,2013.0,3.5,4
967973,The Jews (2016),Comedy,2016.0,1.0,4
1124061,チェブラーシカ (2010),Animation|Children,2010.0,3.0,4
186146,Cemetery of Splendour (2015),Drama|Fantasy,2015.0,3.62,4
1007221,Thirst (2012),Drama,2012.0,1.0,4
995727,The Shiny Shrimps (2019),Comedy,2019.0,4.0,4
647680,Mifune: The Last Samurai (2016),Documentary,2016.0,3.5,4
1029783,Treading Water (2001),Drama,2001.0,2.5,4
559901,Kristen (2015),Horror|Thriller,2015.0,4.0,4
647784,Mike Bassett: England Manager (2001),Comedy,2001.0,3.5,4
616007,Maggie Simpson in The Longest Daycare (2012),Animation|Children|Drama,2012.0,5.0,4
111063,Being James Bond (2021),Documentary,2021.0,3.0,4
25775,A Ring of Endless Light (2002),(no genres listed),2002.0,2.5,4
997813,The Suicide Theory (2015),Drama|Thriller,2015.0,3.5,4
801785,Romasanta: The Werewolf Hunt (2004),Drama|Horror|Mystery,2004.0,3.0,4
644038,Michelle Wolf: Nice Lady (2017),Comedy,2017.0,4.88,4
643722,Michael Che: Shame the Devil (2021),Comedy,2021.0,4.0,4
462916,Il nome del figlio (2015),Comedy,2015.0,3.0,4
616247,Magical Universe (2014),Documentary,2014.0,3.0,4
469880,In the Radiant City (2016),Drama,2016.0,3.0,4
454034,I Don't Want to Sleep Alone (Hei yan quan) (2006),Comedy|Drama,2006.0,4.0,4
182671,Catalina (2017),Drama,2017.0,0.5,4
454038,I Dream in Another Language (2017),Drama|Fantasy,2017.0,4.0,4
182675,Catch Hell (2014),Drama|Thriller,2014.0,2.75,4
1020397,Tom & Jerry (2021),Adventure|Children|Comedy,2021.0,2.88,4
644053,"Mickey, Donald, Goofy: The Three Musketeers (2004)",Adventure|Animation|Children|Comedy,2004.0,5.0,4
1007192,Think Like a Man (2012),Comedy,2012.0,1.75,4
414705,Headless (2015),Horror,2015.0,0.5,4
1091731,Wizard Mode (2016),Documentary,2016.0,4.0,4
98366,Baghead (2008),Comedy|Drama|Horror,2008.0,3.62,4
184920,Cats & Dogs: The Revenge of Kitty Galore (2010),Action|Children|Comedy,2010.0,1.38,4
799270,Rogue (2020),Action,2020.0,2.5,4
184992,Cats in the Museum (2023),Animation|Comedy,2023.0,1.5,4
443026,How to Be Alone (2019),Horror,2019.0,2.5,4
611161,Luther: The Fallen Sun (2023),Crime|Drama,2023.0,2.38,4
923887,Tel Aviv On Fire (2018),Comedy,2018.0,3.5,4
851277,Singularity (2017),Sci-Fi,2017.0,1.38,4
418156,Hellion (2014),Drama|Thriller,2014.0,1.5,4
826242,Settlers (2021),Sci-Fi|Thriller,2021.0,2.12,4
418160,Hellions (2015),Horror,2015.0,1.5,4
827766,Severe Clear (2010),Comedy|Documentary,2010.0,4.0,4
428187,High Society (2017),Comedy,2017.0,2.0,4
165764,Burning Cane (2019),Drama,2019.0,4.0,4
99716,Barakah Meets Barakah (2016),(no genres listed),2016.0,1.0,4
633782,Mean Spirited (2022),Comedy|Horror,2022.0,5.0,4
165896,Burnt Out (2006),Drama,2006.0,3.0,4
633801,Measure of Revenge (2022),Crime|Mystery|Thriller,2022.0,2.5,4
165903,Burt's Buzz (2014),Documentary,2014.0,2.5,4
379445,Gosnell: The Trial of America's Biggest Serial Killer (2018),Drama,2018.0,3.38,4
20301,88 (2015),Action|Thriller,2015.0,2.5,4
165956,Business Ethics (2020),Comedy|Thriller,2020.0,4.5,4
1091648,Witch Hunt (2021),Fantasy|Horror|Thriller,2021.0,3.0,4
617870,"Man Who Sued God, The (2001)",Comedy|Drama|Romance,2001.0,3.75,4
807650,Sadako vs. Kayako (2016),Horror|Thriller,2016.0,2.0,4
559374,Kokoyakyu: High School Baseball (2006),(no genres listed),2006.0,4.0,4
807632,Sacrifice (2021),Horror,2021.0,3.0,4
108062,Beckett (2021),Drama|Thriller,2021.0,3.25,4
449172,Hurt (2009),Drama|Horror|Thriller,2009.0,1.5,4
1115010,Zappa Plays Zappa (2007),(no genres listed),2007.0,4.5,4
617819,"Man Named Pearl, A (2006)",Documentary,2006.0,4.5,4
99604,Banking on Bitcoin (2016),Documentary,2016.0,2.75,4
1021477,Tony Robbins: I Am Not Your Guru (2016),Documentary,2016.0,3.5,4
559370,Kokowääh (2011),Comedy,2011.0,4.5,4
428384,Higher Ground (2011),Drama,2011.0,2.62,4
22982,A Loving Husband (2016),Drama,2016.0,3.0,4
608368,Loveling (2018),Drama,2018.0,4.0,4
548596,"King Is Alive, The (2000)",Drama,2000.0,4.0,4
942851,The Con Is On (2018),Comedy,2018.0,2.0,4
428671,Hipnos (2004),Horror|Thriller,2004.0,3.0,4
22978,A Love to Hide (2005),Drama,2005.0,4.0,4
428646,Hilton! (2013),Documentary,2013.0,3.0,4
135592,Blade of the Immortal (2017),Action|Drama,2017.0,3.25,4
164078,Bunnyman (2011),Horror,2011.0,1.5,4
107944,Beauty and the Beast: A 30th Celebration (2022),Animation|Children|Fantasy|Romance,2022.0,0.5,4
942847,The Companion (2016),Drama,2016.0,4.0,4
165474,Burn Your Name (2016),(no genres listed),2016.0,1.0,4
1116373,Zeroville (2019),Comedy|Drama,2019.0,2.12,4
1124021,İtirazım Var (2014),Action|Crime|Drama,2014.0,3.5,4
808562,Salad Days (2015),Documentary,2015.0,4.0,4
997225,The Strange Ones (2017),Drama|Thriller,2017.0,2.5,4
808548,Salaam Namaste (2005),Comedy|Musical|Romance,2005.0,1.25,4
131680,Blackboards (Takhté Siah) (2000),Drama,2000.0,4.5,4
856538,Smartass (2017),Comedy|Drama,2017.0,2.0,4
955697,The Happiness of the World (2016),Comedy|Drama,2016.0,1.5,4
933989,The Attic Door (2008),Drama|Thriller|Western,2008.0,3.5,4
130898,Black Tide (2018),Thriller,2018.0,3.5,4
449799,Hush (2012),Thriller,2012.0,4.0,4
953594,The Greater Good - Harry Potter Fan Film (2013),Action|Adventure|Fantasy,2013.0,2.5,4
859324,Sniper: Ghost Shooter (2016),Action|Drama|War,2016.0,4.5,4
1020896,Tommaso (2020),Drama,2020.0,4.25,4
942653,The Color of Time (2012),Drama|Romance,2012.0,1.0,4
965828,The Intruder (2020),Thriller,2020.0,3.0,4
422309,Her Master's Voice (2012),Comedy|Documentary,2012.0,4.0,4
468710,In the City of Sylvia (En la ciudad de Sylvia) (2007),Drama,2007.0,3.12,4
1080418,Wet Woman in the Wind (2016),Drama|Thriller,2016.0,4.75,4
170169,Calle 54 (2000),Documentary|Musical,2000.0,5.0,4
170182,"Calling, The (2014)",Thriller,2014.0,3.0,4
